Opportunity_ID,target
10689,0.061582558475392984
10690,0.04716753489271193
10691,0.6168549931145986
10692,0.15072855900605442
10693,0.13024777879974805
10694,0.13024777879974805
10695,0.4170062245099346
10696,0.456628629982582
10697,0.5960648284904736
10698,0.4083680095674771
10699,0.5960648284904736
10700,0.32299565046228484
10701,0.12068319241188533
10702,0.22005791548117057
10703,0.12068319241188533
10704,0.23199327526148603
10705,0.5828658800670478
10706,0.37566571675262145
10707,0.36869655779009625
10708,0.21156962352752887
10709,0.26855568224740034
10710,0.1713241713183453
10711,0.09851773514564832
10712,0.1281874344037368
10713,0.1713241713183453
10714,0.5508246941320633
10715,0.15333909055542536
10716,0.21860260282356647
10717,0.056351567573337966
10718,0.5711225450380321
10719,0.20047055936444402
10720,0.18441324918975804
10721,0.16111544716549042
10722,0.4169934697268471
10723,0.368962016773246
10724,0.5163584454650464
10725,0.8978514414188377
10726,0.2702019349274576
10727,0.25529366282768307
10728,0.6808986297392681
10729,0.3204979922328549
10730,0.2786264502720106
10731,0.15157277055052548
10732,0.4152852823951431
10733,0.4295149986590746
10734,0.056351567573337966
10735,0.095374544546506
10736,0.24703783624743159
10737,0.3427463544277748
10738,0.21507401071158888
10739,0.15020275377438516
10740,0.058804589303828744
10741,0.117656842783501
10742,0.18149426329542778
10743,0.06638733235977398
10744,0.08646640027449046
10745,0.08646640027449046
10746,0.08448400660272429
10747,0.08448400660272429
10748,0.38597640508667047
10749,0.21362881152674482
10750,0.2528585066341366
10751,0.191860792412117
10752,0.191860792412117
10753,0.17980439530006606
10754,0.6809818466373161
10755,0.21335100736327925
10756,0.2279461696402356
10757,0.5898907187499607
10758,0.8506152101338167
10759,0.1835861160633763
10760,0.09275958998457443
10761,0.2549948665706412
10762,0.4519210914350093
10763,0.5487776396641352
10764,0.10807680634127115
10765,0.5213501768543971
10766,0.08992749711264136
10767,0.1107098987381857
10768,0.1558590665347247
10769,0.47185164904888716
10770,0.06692764478905552
10771,0.5655956589129725
10772,0.6221377227361552
10773,0.2616411920503541
10774,0.06978462004552144
10775,0.06108142820896477
10776,0.09958949147265016
10777,0.3174890437035883
10778,0.23569386759761213
10779,0.8436813838127676
10780,0.21542960784856693
10781,0.11648392787533024
10782,0.07482932769814903
10783,0.04607430979795427
10784,0.18055231851687736
10785,0.2259964887105366
10786,0.07613072354717369
10787,0.4537086004381221
10788,0.4238390994430374
10789,0.12704487247734905
10790,0.47066203865246714
10791,0.6679856734180344
10792,0.06580713656334712
10793,0.3815427975783438
10794,0.3815427975783438
10795,0.10807680634127115
10796,0.38334706563320037
10797,0.14045667652265292
10798,0.45642370190772347
10799,0.44021169885819433
10800,0.14045667652265292
10801,0.15942536894063597
10802,0.1129245274677886
10803,0.06659294330484898
10804,0.24300161274684468
10805,0.034183768744853175
10806,0.346947116105702
10807,0.6324028009524574
10808,0.1292255474622537
10809,0.20196036905529782
10810,0.043034553691003216
10811,0.142835147058992
10812,0.1563159736997066
10813,0.06000870232023271
10814,0.04560754012934056
10815,0.33408192131965825
10816,0.12606029503627567
10817,0.123928467165924
10818,0.12408075798392083
10819,0.13316413037189406
10820,0.21920588846584166
10821,0.5647133635375204
10822,0.05159226562532855
10823,0.4293892412038559
10824,0.33770983110152414
10825,0.34037466569503727
10826,0.23822198312959825
10827,0.34951921978302086
10828,0.4263066451262553
10829,0.30539808161532844
10830,0.311414812532663
10831,0.14240303546420563
10832,0.1466132817371224
10833,0.19860646727335546
10834,0.19830679078187496
10835,0.14124681416126175
10836,0.3330411644294168
10837,0.13759147869181712
10838,0.39091404467358754
10839,0.9406490847719506
10840,0.11209752416183155
10841,0.2546245565669709
10842,0.31405580795496657
10843,0.30616593740893894
10844,0.34040614702439737
10845,0.28500945451374354
10846,0.08446482150015015
10847,0.06385459856784029
10848,0.19451016878295616
10849,0.15658675180425904
10850,0.2868639702888824
10851,0.07416092582222548
10852,0.13896203506463467
10853,0.14482339738809383
10854,0.17041509731845986
10855,0.3213216195498487
10856,0.12334163856124856
10857,0.23597517060404005
10858,0.3016807861409085
10859,0.14902696902971693
10860,0.1026116457226988
10861,0.2826815771346986
10862,0.05812761728563972
10863,0.19472548726012082
10864,0.1459594507288032
10865,0.366146891296258
10866,0.08315013426951066
10867,0.11853979724717748
10868,0.5110836687014553
10869,0.12572495771657327
10870,0.08281556415153689
10871,0.1593478152929674
10872,0.08958737331756136
10873,0.5213501768543971
10874,0.1107098987381857
10875,0.8227105852688574
10876,0.5673640399390811
10877,0.4439533030598587
10878,0.6784228969474627
10879,0.19224781122566667
10880,0.05912033682698042
10881,0.16330005082643384
10882,0.10148657460654087
10883,0.15721142209048733
10884,0.164142945279736
10885,0.6862641188407194
10886,0.6178191678106515
10887,0.132874971643923
10888,0.12075530150265959
10889,0.6579382870597842
10890,0.12075530150265959
10891,0.10807680634127115
10892,0.8284968858546933
10893,0.12626664786491962
10894,0.12325577059939624
10895,0.13073626259641277
10896,0.07542259433663799
10897,0.09164618150024276
10898,0.06110868467041501
10899,0.3410328442492364
10900,0.40118509297705274
10901,0.265920376260947
10902,0.14919956819788505
10903,0.1384717615015876
10904,0.3185935759623318
10905,0.26899877736897004
10906,0.4399678413706902
10907,0.5310324261496
10908,0.34513731940535736
10909,0.34213220753348433
10910,0.19927256086609949
10911,0.24627480483807712
10912,0.4199151350889952
10913,0.07245558459802066
10914,0.3611245967603828
10915,0.1269404218969176
10916,0.6499593338827178
10917,0.7192317390512128
10918,0.21783042441693004
10919,0.03292257611938991
10920,0.03908948652041943
10921,0.12538898917485453
10922,0.07493092485965146
10923,0.6579382870597842
10924,0.2818581141128465
10925,0.9180114432747914
10926,0.21229822159016368
10927,0.0641889082000116
10928,0.10866607670856765
10929,0.20596004743442237
10930,0.7776021521812002
10931,0.23338674508158633
10932,0.19732389448568707
10933,0.21057300659309092
10934,0.43161708885291294
10935,0.16462557133489844
10936,0.06800533677412014
10937,0.08905124143419724
10938,0.17035706211458035
10939,0.11519734521729766
10940,0.4827284021164033
10941,0.17611468005830666
10942,0.06379478979457151
10943,0.14803839794094656
10944,0.07855625493689647
10945,0.0742249328452291
10946,0.15516401498743732
10947,0.19869090136544545
10948,0.0685747405991373
10949,0.14238319298990457
10950,0.283867829399052
10951,0.5690157199063535
10952,0.38494270985099566
10953,0.04623388016760701
10954,0.41085343858450324
10955,0.05996169200327636
10956,0.05605632730234167
10957,0.05996169200327636
10958,0.05605632730234167
10959,0.08139506985334194
10960,0.24627480483807712
10961,0.18468545823262036
10962,0.36124746082325915
10963,0.06677255623200508
10964,0.3509101467498985
10965,0.06136169957386882
10966,0.16060014668731143
10967,0.6389453266353554
10968,0.08938914937614471
10969,0.28484369504143214
10970,0.1280281096149071
10971,0.1671640518775987
10972,0.28180272360378905
10973,0.17706473215195867
10974,0.08064561750896503
10975,0.2759947435558511
10976,0.4629390029825104
10977,0.4185198071670062
10978,0.3726298120093809
10979,0.21573955962376687
10980,0.2848477392089952
10981,0.7453585443729749
10982,0.11472608925982705
10983,0.1375165315337978
10984,0.15942536894063597
10985,0.08529115728475124
10986,0.07688748322972204
10987,0.10390143471804786
10988,0.3043438854142091
10989,0.08279160702702479
10990,0.04812251955349933
10991,0.061039124868842214
10992,0.029530092474397186
10993,0.1268527552848086
10994,0.18949891438612101
10995,0.06009274707012124
10996,0.09276329805402088
10997,0.15449931047164708
10998,0.15748588556829354
10999,0.6120590241234256
11000,0.08111598240783169
11001,0.10302339450757461
11002,0.16487777589373276
11003,0.2432354964943186
11004,0.21229822159016368
11005,0.14272155960908725
11006,0.27310277223439205
11007,0.10805073461571499
11008,0.07615743071220908
11009,0.34807156502976183
11010,0.38623076230839576
11011,0.31100774757241817
11012,0.20100896823504327
11013,0.06737931572414281
11014,0.10077601877085288
11015,0.05973421364260241
11016,0.060424562189716695
11017,0.1244547332265188
11018,0.200672338012614
11019,0.33967850756773504
11020,0.2547683376255503
11021,0.1006806512272072
11022,0.19046084812978067
11023,0.6088856371083675
11024,0.054522835950585255
11025,0.5677504193980494
11026,0.40855325577442003
11027,0.568663369484472
11028,0.6368732106222201
11029,0.537920202494088
11030,0.14399262596639295
11031,0.43355752076434484
11032,0.07729759493508866
11033,0.38623076230839576
11034,0.17508448252551595
11035,0.07964126491950647
11036,0.18505187120138278
11037,0.17963438471115245
11038,0.21930137747076459
11039,0.27392253155609353
11040,0.40073097372612115
11041,0.17207483238062204
11042,0.23510807502613768
11043,0.3164479254325086
11044,0.0963684046630704
11045,0.040753429189836335
11046,0.3881318989056583
11047,0.23293446659324327
11048,0.167098013329732
11049,0.10024563247081561
11050,0.0823484045381461
11051,0.11074314023820632
11052,0.06644462631756434
11053,0.20905634712213242
11054,0.8383077048128594
11055,0.07601849418243531
11056,0.2630721490029255
11057,0.08681856925564622
11058,0.6822085862038522
11059,0.22930748661122521
11060,0.6556980685262799
11061,0.33599811582658273
11062,0.43682696734222126
11063,0.09164618150024276
11064,0.07688748322972204
11065,0.4829087209195514
11066,0.26049188761345565
11067,0.32761367829885973
11068,0.3928740043014338
11069,0.07264799507255314
11070,0.5701790943877797
11071,0.9405236957104158
11072,0.11074314023820632
11073,0.2622446531445005
11074,0.08875459863058553
11075,0.15946105478238717
11076,0.36948068213337293
11077,0.299292912084397
11078,0.1296826041681133
11079,0.10994299894003123
11080,0.5173911813330516
11081,0.5149949045223831
11082,0.6967514273739797
11083,0.4679861174292875
11084,0.4562121885853176
11085,0.23295932676115463
11086,0.43919256540480095
11087,0.3757522663266946
11088,0.047697247051529015
11089,0.24495759877282997
11090,0.13322675359669595
11091,0.13368710120149405
11092,0.20100373117667847
11093,0.18227709880925635
11094,0.6411590552329285
11095,0.08835215812417747
11096,0.08835215812417747
11097,0.04870432794227756
11098,0.04338477502563505
