Opportunity_ID,target
10689,0.48102078
10690,0.44984958
10691,0.6533098
10692,0.30704808
10693,0.77427524
10694,0.77427524
10695,0.53123873
10696,0.5148967
10697,0.70798546
10698,0.551587
10699,0.70958036
10700,0.4061073
10701,0.39662862
10702,0.39227435
10703,0.39662862
10704,0.8545285
10705,0.6804079
10706,0.80083483
10707,0.5176373
10708,0.19164509
10709,0.81960285
10710,0.5261287
10711,0.45037773
10712,0.8491345
10713,0.5261287
10714,0.7015712
10715,0.78986543
10716,0.8958873
10717,0.24793608
10718,0.6397473
10719,0.7786319
10720,0.45761168
10721,0.70646155
10722,0.8107914
10723,0.7545153
10724,0.78828037
10725,0.7438938
10726,0.7431203
10727,0.39220297
10728,0.81960285
10729,0.5190029
10730,0.8468059
10731,0.65875113
10732,0.5254821
10733,0.5254821
10734,0.24793608
10735,0.7744285
10736,0.72065973
10737,0.7254928
10738,0.77294403
10739,0.8305689
10740,0.34615773
10741,0.67131364
10742,0.7334539
10743,0.48375523
10744,0.48375523
10745,0.48375523
10746,0.48375523
10747,0.48375523
10748,0.79055417
10749,0.8420468
10750,0.514031
10751,0.3673953
10752,0.3673953
10753,0.5431606
10754,0.7412002
10755,0.69290346
10756,0.69781965
10757,0.7407094
10758,0.7357938
10759,0.49556592
10760,0.20917669
10761,0.7879024
10762,0.7335301
10763,0.61405414
10764,0.6784116
10765,0.34077707
10766,0.32410377
10767,0.44419584
10768,0.28635487
10769,0.7223767
10770,0.33118126
10771,0.81930417
10772,0.83151156
10773,0.65171486
10774,0.12759615
10775,0.069135
10776,0.27813333
10777,0.6335065
10778,0.79036844
10779,0.8244555
10780,0.668777
10781,0.60138977
10782,0.3278915
10783,0.22659695
10784,0.76719177
10785,0.4864568
10786,0.5760578
10787,0.746529
10788,0.3766748
10789,0.35670555
10790,0.33825737
10791,0.75601935
10792,0.50830024
10793,0.62595004
10794,0.62595004
10795,0.6784116
10796,0.6960703
10797,0.68926185
10798,0.502814
10799,0.7301162
10800,0.68926185
10801,0.19206405
10802,0.5500484
10803,0.061304267
10804,0.7500606
10805,0.076323114
10806,0.81714547
10807,0.47504303
10808,0.58148885
10809,0.85416955
10810,0.13189262
10811,0.57609403
10812,0.64556646
10813,0.2830696
10814,0.19911626
10815,0.841029
10816,0.47783425
10817,0.23016411
10818,0.57078075
10819,0.48768505
10820,0.60928667
10821,0.6200904
10822,0.111578226
10823,0.7803891
10824,0.5039088
10825,0.56723905
10826,0.58034986
10827,0.81960285
10828,0.8148491
10829,0.8226836
10830,0.7555593
10831,0.86578184
10832,0.5535554
10833,0.48085347
10834,0.54800403
10835,0.58081734
10836,0.7964958
10837,0.82037747
10838,0.802933
10839,0.73825556
10840,0.34991005
10841,0.75176764
10842,0.69444203
10843,0.6985041
10844,0.7533893
10845,0.8320122
10846,0.3456846
10847,0.50041777
10848,0.57848823
10849,0.72446316
10850,0.8619949
10851,0.17373438
10852,0.830554
10853,0.8405867
10854,0.8336616
10855,0.80854
10856,0.67821187
10857,0.8511552
10858,0.8694729
10859,0.45798275
10860,0.17460671
10861,0.2171785
10862,0.2255961
10863,0.46944186
10864,0.7997695
10865,0.8226836
10866,0.09081453
10867,0.2018545
10868,0.8226836
10869,0.19427183
10870,0.44876096
10871,0.8095886
10872,0.10504519
10873,0.33412737
10874,0.44419584
10875,0.82223034
10876,0.81068075
10877,0.75847805
10878,0.8082096
10879,0.27914575
10880,0.17373438
10881,0.6798109
10882,0.25599316
10883,0.6089242
10884,0.60138977
10885,0.700982
10886,0.74014354
10887,0.28453323
10888,0.5683937
10889,0.746529
10890,0.5683937
10891,0.65998876
10892,0.82040703
10893,0.692633
10894,0.68625003
10895,0.68626493
10896,0.32410377
10897,0.30537724
10898,0.08405709
10899,0.6016948
10900,0.8634372
10901,0.8514685
10902,0.36141673
10903,0.33260602
10904,0.8387513
10905,0.77888656
10906,0.6822447
10907,0.7407094
10908,0.17315818
10909,0.79907197
10910,0.5298955
10911,0.7729762
10912,0.83223325
10913,0.41212684
10914,0.77969736
10915,0.7717572
10916,0.78476197
10917,0.39634082
10918,0.7786319
10919,0.0876093
10920,0.44680297
10921,0.84407806
10922,0.44258568
10923,0.746529
